"time","yield","schedule","regime"
572.6,1.10319067924795e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
572.8,9.54018026055697e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
573,8.52367600928075e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
573.2,7.87913167000478e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
573.4,7.53833230981374e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
573.6,7.50205310873886e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
573.8,7.83479280770896e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
574,8.6161226527057e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
574.2,9.86323214036956e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
574.4,1.14596490016394e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
574.6,1.31540550364413e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
574.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
575,0,"Peaks only","Oscillating (resource_decrease=0.005)"
575.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
575.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
575.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
575.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
576,0,"Peaks only","Oscillating (resource_decrease=0.005)"
576.2,2.40183010043406e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
576.4,2.39248495788704e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
576.6,2.46617380921458e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
576.8,2.55954256458007e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
577,2.61824891507392e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
577.2,2.59964920669146e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
577.4,2.47811555039882e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
577.6,2.25600009200569e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
577.8,1.96766304877997e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
578,1.6642728515245e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
578.2,1.38979181930416e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
578.4,1.16726648247258e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
578.6,1.00054753371566e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
578.8,8.82764645206882e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
579,8.03843988010711e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
579.2,7.56369225797963e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
579.4,7.39491204624082e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
579.6,7.58897357590277e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
579.8,8.22792122849984e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
580,9.35138463894194e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
580.2,1.08827347734529e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
580.4,1.26019001682666e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
580.6,1.42161200259612e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
580.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
581,0,"Peaks only","Oscillating (resource_decrease=0.005)"
581.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
581.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
581.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
581.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
582,2.3352616440284e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
582.2,2.32592604180909e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
582.4,2.40745956301715e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
582.6,2.51912714778592e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
582.8,2.60548965348621e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
583,2.6235594636606e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
583.2,2.54740534723441e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
583.4,2.37105481675316e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
583.6,2.11344900809757e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
583.8,1.81607880996629e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
584,1.52622657006242e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
584.2,1.2779212705433e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
584.4,1.08477415787328e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
584.6,9.44316390742198e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
584.8,8.46425125059993e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
585,7.81654445062044e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
585.2,7.46813063446955e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
585.4,7.45684265591789e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
585.6,7.85921217655471e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
585.8,8.73898170282132e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
586,1.00805891015306e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
586.2,1.17347530350119e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
586.4,1.34355449859593e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
586.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
586.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
587,0,"Peaks only","Oscillating (resource_decrease=0.005)"
587.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
587.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
587.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
587.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
588,2.42158742044527e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
588.2,2.4176877483682e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
588.4,2.49316498671625e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
588.6,2.58195552495267e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
588.8,2.62929870987961e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
589,2.5947316121424e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
589.2,2.45684423810307e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
589.4,2.2226624259527e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
589.6,1.92941939377077e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
589.8,1.62790744194787e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
590,1.3591641721862e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
590.2,1.14297658919068e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
590.4,9.81372185186932e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
590.6,8.67365246719383e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
590.8,7.91734043463459e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
591,7.48053689084517e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
591.2,7.36138937007807e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
591.4,7.6184842723376e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
591.6,8.32929575809909e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
591.8,9.52075151163831e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
592,1.1097182962389e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
592.2,1.2822710160961e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
592.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
592.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
592.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
593,0,"Peaks only","Oscillating (resource_decrease=0.005)"
593.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
593.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
593.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
593.8,2.35994766760918e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
594,2.3511124545231e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
594.2,2.43109981447345e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
594.4,2.537991097161e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
594.6,2.61653883639348e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
594.8,2.62077267658766e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
595,2.52017452524123e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
595.2,2.31245939519352e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
595.4,2.0296793526217e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
595.6,1.7239660116473e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
595.8,1.44246607093664e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
596,1.21145689772773e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
596.2,1.03655337436135e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
596.4,9.11117791509436e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
596.6,8.24534906951161e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
596.8,7.68773198702477e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
597,7.42607679946171e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
597.2,7.51668534574952e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
597.4,8.04627847761782e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
597.6,9.0690078014578e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
597.8,1.05336071250292e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
598,1.22447386303833e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
598.2,1.39143274792936e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
598.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
598.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
598.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
599,0,"Peaks only","Oscillating (resource_decrease=0.005)"
599.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
599.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
599.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
599.8,2.47337638418604e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
600,2.47368597680054e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
600.2,2.54502806745854e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
600.4,2.61846342226769e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
600.6,2.64039800263361e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
600.8,2.57555516961418e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
601,2.41009194297055e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
601.2,2.15786632060425e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
601.4,1.85892925531613e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
601.6,1.56182825545973e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
601.8,1.30248881813371e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
602,1.09619237911075e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
602.2,9.43020895616201e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
602.4,8.36301328207233e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
602.6,7.68079109396631e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
602.8,7.33117256522118e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
603,7.318933899159e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
603.2,7.70234429945044e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
603.4,8.54841580367023e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
603.6,9.85936705619635e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
603.8,1.15047087836495e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
604,1.32226263545952e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
604.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
604.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
604.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
604.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
605,0,"Peaks only","Oscillating (resource_decrease=0.005)"
605.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
605.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
605.6,2.39570043146647e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
605.8,2.3961373188661e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
606,2.47880715054188e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
606.2,2.57863989406615e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
606.4,2.64054124786977e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
606.6,2.62232986027867e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
606.8,2.49969631404144e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
607,2.2763406408606e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
607.2,1.98716493159324e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
607.4,1.68287967056659e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
607.6,1.406596123864e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
607.8,1.18090011302459e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
608,1.00987516659864e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
608.2,8.8734955129653e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
608.4,8.03998564386429e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
608.6,7.52889864550222e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
608.8,7.3327273780062e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
609,7.5062436406646e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
609.2,8.12885202326797e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
609.4,9.24036886414452e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
609.6,1.0768525544179e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
609.8,1.24980391913724e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
610,1.41346773788435e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
610.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
610.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
610.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
610.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
611,0,"Peaks only","Oscillating (resource_decrease=0.005)"
611.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
611.4,2.32127449660292e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
611.6,2.31266562421274e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
611.8,2.39668572257588e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
612,2.51291400625948e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
612.2,2.60559506928768e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
612.4,2.63083612781671e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
612.6,2.56144389887728e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
612.8,2.39018668350422e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
613,2.13518857330934e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
613.2,1.83788661117336e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
613.4,1.54620808766568e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
613.6,1.29508568052509e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
613.8,1.0988263578919e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
614,9.55270117744374e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
614.2,8.54314335687426e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
614.4,7.86423079631851e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
614.6,7.48317857759633e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
614.8,7.43729589758453e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
615,7.80341903521043e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
615.2,8.64800601406763e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
615.4,9.96223351967269e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
615.6,1.16058773604894e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
615.8,1.33181548042372e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
616,0,"Peaks only","Oscillating (resource_decrease=0.005)"
616.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
616.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
616.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
616.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
617,0,"Peaks only","Oscillating (resource_decrease=0.005)"
617.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
617.4,2.40841380457984e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
617.6,2.40332071214697e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
617.8,2.47989274251394e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
618,2.57263808401812e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
618.2,2.62636806058582e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
618.4,2.59923390047392e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
618.6,2.46793903046696e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
618.8,2.23792387321538e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
619,1.94589421238511e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
619.2,1.64331710723876e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
619.4,1.37249097526198e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
619.6,1.15421300589923e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
