"fish_level","mean_total","min_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","knife_edge_size","theta","interaction_resource","total_unfished_ref","fraction_of_unfished"
9,0.364748636190807,0.062854197100393,0.00632240753871546,0.358426228652092,0.0569016678484392,1.54388220298825,10,1,1.3,0.299321854197908,1.21858337797694
20,0.361072031304915,0.0647668392254656,0.0033163478918783,0.357755683413037,0.0663269578375661,1.51886291812803,10,1,1.3,0.299321854197908,1.20630026254675
50,0.315042190079591,0.031094114972788,0.00162769824866701,0.313414491830924,0.0813849124333503,1.72946002796865,10,1,1.3,0.299321854197908,1.05251983996895
70,0.294837135557705,0.0273247495157327,0.00114726318064388,0.293689872377061,0.0803084226450716,1.75175312096109,10,1,1.3,0.299321854197908,0.985017069160483
85,0.302408249976574,0.0300809008157253,0.000843843765800003,0.301564406210774,0.0717267200930003,1.72358732410735,10,1,1.3,0.299321854197908,1.01031129446574
100,0.307824690396322,0.0301317279466408,0.000718440703666391,0.307106249692656,0.0718440703666391,1.7193729950916,10,1,1.3,0.299321854197908,1.02840700095621
1,0.295798240133379,0.126070999182274,0.0240989898511899,0.271699250282189,0.00521303259237686,1.05060221658906,15,1,1.3,0.299321854197908,0.988228009364798
5,0.303885817007184,0.120986084794865,0.022560802434947,0.281325014572237,0.0121612793199134,1.10607529996285,15,1,1.3,0.299321854197908,1.01524767652367
9,0.317791640985601,0.118548673105304,0.0178467443163215,0.29994489666928,0.0138194498679044,1.13251700645562,15,1,1.3,0.299321854197908,1.0617054402432
20,0.330435750179017,0.116802428486949,0.0162399780627423,0.314195772116274,0.017441405052183,1.1556618540488,15,1,1.3,0.299321854197908,1.10394795951162
50,0.337282816241622,0.111903657910962,0.0157755192715493,0.321507296970072,0.0200242730444714,1.19198929681675,15,1,1.3,0.299321854197908,1.126823222265
70,0.338578211778745,0.111992142428865,0.0156797678711061,0.322898443907639,0.0205851362124827,1.19300086948964,15,1,1.3,0.299321854197908,1.13115099024771
85,0.339145478005811,0.112674709106275,0.0156364898031325,0.323508988202678,0.0208512977926173,1.18971398762914,15,1,1.3,0.299321854197908,1.13304616167977
100,0.339540766026878,0.113361290349213,0.0156057935537731,0.323934972473105,0.0210451163502838,1.18621198155455,15,1,1.3,0.299321854197908,1.13436677364152
1,0.209308452222009,0.207595139809863,0.010266367634624,0.199042084587385,0.0982637936996942,0.018957257583261,3,1,2,0.226759070300719,0.923043351449765
5,0.285525054786615,0.0777305126816205,0.00314148108521243,0.282383573701402,0.118367889927777,1.32055448521105,3,1,2,0.226759070300719,1.25915604790566
9,0.304501860551271,0.0430673878889489,0.000978512648817236,0.303523347902454,0.117189999343505,1.60569546891926,3,1,2,0.226759070300719,1.34284313367246
20,0.200939282911564,0.00560601638686678,0.0001962472965042,0.200743035615059,0.166513329190972,1.91985117012386,3,1,2,0.226759070300719,0.886135591599867
50,0.0281254813679242,0.0281242940632149,0.000125132451158623,0.0280003489167656,0.329452575245489,0.000112173137332652,3,1,2,0.226759070300719,0.12403244258598
70,0.000115526309304823,3.62701562683701e-05,3.11998783173805e-07,0.00011521431052165,0.00174479334624414,1.52001728234568,3,1,2,0.226759070300719,0.000509467203016915
85,2.4944159639965e-10,2.05005292823259e-15,3.11822030545614e-13,2.49129774369105e-10,4.27417897354429e-09,1.99999709523251,3,1,2,0.226759070300719,1.10002918987475e-09
100,3.82033855453281e-15,7.81466319493324e-25,2.26753197749473e-18,3.81807102255532e-15,7.22513935324828e-14,1.99999999995196,3,1,2,0.226759070300719,1.68475666682988e-14
