"rel_amplitude","mean_yield","window","fish_level","schedule","mean_effort","resource_decrease","n_peaks","n_troughs"
0.293699661929382,5.91370631604656e-07,0.5,0.2,"Peaks only",0.0215568862275449,0.011,18,19
0.300274847305969,7.07976428779666e-07,0.5,0.2,"Troughs only",0.0227544910179641,0.011,18,19
0.367477995126449,1.4180782786711e-06,1.5,0.2,"Peaks only",0.0502994011976048,0.011,18,19
0.367589711005073,1.66295464573852e-06,1.5,0.2,"Troughs only",0.0530938123752495,0.011,18,19
0.37731070399945,3.16300914912324e-06,3,0.2,"Peaks only",0.107784431137725,0.011,18,19
0.377094779720245,3.47076353128789e-06,3,0.2,"Troughs only",0.112175648702595,0.011,18,19
0.416750554733524,1.79006457249807e-06,0.5,0.6,"Peaks only",0.0646706586826347,0.011,18,19
0.416301291260623,2.14627911858235e-06,0.5,0.6,"Troughs only",0.0682634730538922,0.011,18,19
0.535640049057014,3.98517367172237e-06,1.5,0.6,"Peaks only",0.150898203592814,0.011,18,19
0.535684755112046,4.68393068117702e-06,1.5,0.6,"Troughs only",0.159281437125748,0.011,18,19
0.536645889698841,8.53442243628331e-06,3,0.6,"Peaks only",0.323353293413174,0.011,18,19
0.536645880408876,9.42019430507004e-06,3,0.6,"Troughs only",0.336526946107784,0.011,18,19
0.501518513075427,2.93087015847659e-06,0.5,1,"Peaks only",0.107784431137725,0.011,18,19
0.502011837200974,3.51633649767586e-06,0.5,1,"Troughs only",0.11377245508982,0.011,18,19
0.651251289183079,6.26638065696273e-06,1.5,1,"Peaks only",0.251497005988024,0.011,18,19
0.65125233784596,7.37697289115574e-06,1.5,1,"Troughs only",0.265469061876248,0.011,18,19
0.636631651761106,1.31019745642388e-05,3,1,"Peaks only",0.538922155688623,0.011,18,19
0.636631810618714,1.45006515127247e-05,3,1,"Troughs only",0.560878243512974,0.011,18,19
