"t","selected_biomass","on_frac","schedule"
40.4,0.00899448560714299,0.224441754776903,"Threshold (peaks)"
40.6,0.0098730994222287,0.320569554984449,"Threshold (peaks)"
40.8,0.0103566302446444,0.381745444297335,"Threshold (peaks)"
41,0.0105626125388775,0.4091333265637,"Threshold (peaks)"
41.2,0.0106215223432759,0.417079195780175,"Threshold (peaks)"
41.4,0.0106029713291086,0.414572142559226,"Threshold (peaks)"
41.6,0.0105398740002466,0.406078719456803,"Threshold (peaks)"
41.8,0.010448538240933,0.393884264389526,"Threshold (peaks)"
42,0.0103374056502735,0.379224353589019,"Threshold (peaks)"
42.2,0.0102107923094746,0.362788343726044,"Threshold (peaks)"
42.4,0.0100706979054107,0.344970148692668,"Threshold (peaks)"
42.6,0.00991777712761708,0.326007316045187,"Threshold (peaks)"
42.8,0.00975190519145215,0.306064906121968,"Threshold (peaks)"
43,0.00957255161368236,0.28529146502973,"Threshold (peaks)"
43.2,0.00937906305513312,0.263858454478069,"Threshold (peaks)"
43.4,0.00917092177372743,0.241988618472142,"Threshold (peaks)"
43.6,0.00894802771636558,0.219974769175835,"Threshold (peaks)"
43.8,0.00871088651584044,0.198174122058096,"Threshold (peaks)"
44,0.0084609009828592,0.17699754763327,"Threshold (peaks)"
20.2,0.0045494425674972,0.976175747481826,"Threshold (troughs)"
20.4,0.00375928253826812,0.984518990698281,"Threshold (troughs)"
20.6,0.00353038038683329,0.986344824298975,"Threshold (troughs)"
20.8,0.00350658239619083,0.986522004711499,"Threshold (troughs)"
21,0.00364482002664216,0.985460208532196,"Threshold (troughs)"
21.2,0.00404549008631344,0.98189523322029,"Threshold (troughs)"
21.4,0.0050296481872228,0.969105017502269,"Threshold (troughs)"
21.6,0.00766676181554273,0.878535857591722,"Threshold (troughs)"
21.8,0.0179184410839428,0.0235494973806323,"Threshold (troughs)"
22,0.0484814127465077,9.94942241422267e-10,"Threshold (troughs)"
22.2,0.0937408003279403,1.15441084785194e-20,"Threshold (troughs)"
22.4,0.0870442042265661,4.79040092545142e-19,"Threshold (troughs)"
22.6,0.0462315554488418,3.47857715462768e-09,"Threshold (troughs)"
22.8,0.0209283697584077,0.00449907403087146,"Threshold (troughs)"
23,0.0121905096579242,0.368624793755018,"Threshold (troughs)"
23.2,0.00898281297800896,0.776686616316457,"Threshold (troughs)"
23.4,0.00821008999890622,0.842421988357116,"Threshold (troughs)"
23.6,0.00820374070706286,0.842890335995911,"Threshold (troughs)"
23.8,0.00823771109921747,0.84037133555508,"Threshold (troughs)"
24,0.00816384846950165,0.845807060240073,"Threshold (troughs)"
24.2,0.00799069578970525,0.857956372228796,"Threshold (troughs)"
24.4,0.00775509774875442,0.87319323537853,"Threshold (troughs)"
24.6,0.00748790661656422,0.888760532782766,"Threshold (troughs)"
24.8,0.00720737474930338,0.903280205643305,"Threshold (troughs)"
25,0.00692178308235614,0.916299770807289,"Threshold (troughs)"
25.2,0.0066338169181384,0.927795570144951,"Threshold (troughs)"
25.4,0.00634384906784909,0.937884532287957,"Threshold (troughs)"
25.6,0.00605181470285599,0.946702894478472,"Threshold (troughs)"
25.8,0.00575812787022448,0.954370351188081,"Threshold (troughs)"
26,0.00546416824314533,0.96098590287369,"Threshold (troughs)"
26.2,0.0051724313372237,0.96663594054394,"Threshold (troughs)"
26.4,0.00488659715547551,0.971400920124526,"Threshold (troughs)"
26.6,0.00461127148114611,0.975362521940864,"Threshold (troughs)"
26.8,0.00435171607770541,0.978604405655342,"Threshold (troughs)"
27,0.00411347328436676,0.98121047270299,"Threshold (troughs)"
27.2,0.00390223465304801,0.983258948116636,"Threshold (troughs)"
27.4,0.00372424953142457,0.984813262291316,"Threshold (troughs)"
27.6,0.00358753522136596,0.985909859874589,"Threshold (troughs)"
27.8,0.00350470453271656,0.986535888837265,"Threshold (troughs)"
28,0.00349896696767248,0.986578222617441,"Threshold (troughs)"
28.2,0.00361801691332541,0.985672330253473,"Threshold (troughs)"
28.4,0.00397084152252265,0.982618928472425,"Threshold (troughs)"
28.6,0.00484266500868837,0.972072162867687,"Threshold (troughs)"
28.8,0.00713924494661742,0.906541414854375,"Threshold (troughs)"
29,0.0156106415909101,0.0801073133277219,"Threshold (troughs)"
29.2,0.0431933038579546,1.88579669315823e-08,"Threshold (troughs)"
29.4,0.0893146816546812,1.35452154317898e-19,"Threshold (troughs)"
29.6,0.0915644436990309,3.87440627808434e-20,"Threshold (troughs)"
29.8,0.050834436696753,2.68699761609614e-10,"Threshold (troughs)"
30,0.022999838457929,0.0014254759658344,"Threshold (troughs)"
30.2,0.0128369107882594,0.289514697144798,"Threshold (troughs)"
30.4,0.00921005944502791,0.753994969216345,"Threshold (troughs)"
30.6,0.00823607252276037,0.84049358791001,"Threshold (troughs)"
30.8,0.00819465547962559,0.843558526023577,"Threshold (troughs)"
31,0.00823870254624448,0.840297327952567,"Threshold (troughs)"
31.2,0.00817982346614562,0.844644397668326,"Threshold (troughs)"
